Day of month,Date,Vent Temperature,Ambient Temperature,Difference in Temperature,Vent Open/Closed,Power(W),Energy(kWh),Total Energy(kWh)
27,"Mar 27, 2017 00:47:43",2.812,2.937,0.125,False,0,0,0
27,"Mar 27, 2017 00:48:43",2.812,2.937,0.125,False,0,0,0
27,"Mar 27, 2017 00:49:43",2.812,2.875,0.063,False,0,0,0
27,"Mar 27, 2017 00:50:43",2.75,2.875,0.125,False,0,0,0
27,"Mar 27, 2017 00:51:43",2.812,2.875,0.063,False,0,0,0
27,"Mar 27, 2017 00:52:43",2.812,2.875,0.063,False,0,0,0
27,"Mar 27, 2017 00:53:43",2.75,2.875,0.125,False,0,0,0
27,"Mar 27, 2017 00:54:43",2.75,2.875,0.125,False,0,0,0
27,"Mar 27, 2017 00:55:43",2.75,2.875,0.125,False,0,0,0
27,"Mar 27, 2017 00:56:43",2.75,2.812,0.062,False,0,0,0
27,"Mar 27, 2017 00:57:43",2.75,2.875,0.125,False,0,0,0
27,"Mar 27, 2017 00:58:43",2.75,2.812,0.062,False,0,0,0
27,"Mar 27, 2017 00:59:43",2.75,2.812,0.062,False,0,0,0
27,"Mar 27, 2017 01:00:43",2.687,2.812,0.125,False,0,0,0
27,"Mar 27, 2017 01:01:43",2.75,2.812,0.062,False,0,0,0
27,"Mar 27, 2017 01:02:43",2.687,2.812,0.125,False,0,0,0
27,"Mar 27, 2017 01:03:43",2.687,2.812,0.125,False,0,0,0
27,"Mar 27, 2017 01:04:43",2.687,2.812,0.125,False,0,0,0
27,"Mar 27, 2017 01:05:43",2.687,2.812,0.125,False,0,0,0
27,"Mar 27, 2017 01:06:43",2.687,2.812,0.125,False,0,0,0
27,"Mar 27, 2017 01:07:43",2.687,2.75,0.063,False,0,0,0
27,"Mar 27, 2017 01:08:43",2.625,2.75,0.125,False,0,0,0
27,"Mar 27, 2017 01:09:43",2.687,2.75,0.063,False,0,0,0
27,"Mar 27, 2017 01:10:43",2.625,2.75,0.125,False,0,0,0
27,"Mar 27, 2017 01:11:43",2.625,2.75,0.125,False,0,0,0
27,"Mar 27, 2017 01:12:43",2.562,2.75,0.188,False,0,0,0
27,"Mar 27, 2017 01:13:43",2.625,2.75,0.125,False,0,0,0
27,"Mar 27, 2017 01:14:43",2.625,2.75,0.125,False,0,0,0
27,"Mar 27, 2017 01:15:43",2.625,2.75,0.125,False,0,0,0
27,"Mar 27, 2017 01:16:44",2.562,2.75,0.188,False,0,0,0
27,"Mar 27, 2017 01:17:44",2.562,2.687,0.125,False,0,0,0
27,"Mar 27, 2017 01:18:44",2.562,2.75,0.188,False,0,0,0
27,"Mar 27, 2017 01:19:44",2.562,2.687,0.125,False,0,0,0
27,"Mar 27, 2017 01:20:44",2.562,2.75,0.188,False,0,0,0
27,"Mar 27, 2017 01:21:44",2.562,2.687,0.125,False,0,0,0
27,"Mar 27, 2017 01:22:44",2.562,2.687,0.125,False,0,0,0
27,"Mar 27, 2017 01:23:44",2.562,2.687,0.125,False,0,0,0
27,"Mar 27, 2017 01:24:44",2.562,2.687,0.125,False,0,0,0
27,"Mar 27, 2017 01:25:44",2.5,2.687,0.187,False,0,0,0
27,"Mar 27, 2017 01:26:44",2.5,2.687,0.187,False,0,0,0
27,"Mar 27, 2017 01:27:44",2.5,2.687,0.187,False,0,0,0
27,"Mar 27, 2017 01:28:44",2.5,2.687,0.187,False,0,0,0
27,"Mar 27, 2017 01:29:44",2.5,2.687,0.187,False,0,0,0
27,"Mar 27, 2017 01:30:44",2.5,2.625,0.125,False,0,0,0
